CA_N,CA_S,WECC_AZ,WECC_CO
0.757,0.771,0.748,0.383
0.71,0.718,0.722,0.376
0.625,0.623,0.65,0.359
0.498,0.482,0.538,0.317
0.337,0.299,0.383,0.24
0.158,0.114,0.202,0.127
0.042,0.014,0.054,0.035
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.031,0.033,0.001,0.04
0.139,0.154,0.063,0.173
0.318,0.338,0.22,0.381
0.488,0.51,0.388,0.569
0.62,0.638,0.532,0.713
0.71,0.719,0.639,0.804
0.748,0.759,0.723,0.847
0.745,0.755,0.74,0.842
0.702,0.712,0.714,0.787
0.617,0.619,0.646,0.682
0.492,0.476,0.534,0.504
0.332,0.296,0.38,0.328
0.158,0.113,0.201,0.154
0.043,0.015,0.055,0.042
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.032,0.035,0.002,0.037
0.141,0.157,0.063,0.173
0.323,0.345,0.215,0.376
0.493,0.514,0.376,0.554
0.623,0.646,0.531,0.688
0.706,0.743,0.641,0.763
0.747,0.778,0.716,0.781
0.74,0.77,0.735,0.74
0.688,0.718,0.71,0.645
0.596,0.619,0.634,0.519
0.465,0.476,0.524,0.378
0.309,0.3,0.373,0.249
0.153,0.118,0.199,0.121
0.043,0.017,0.055,0.033
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.033,0.036,0.002,0.036
0.144,0.15,0.062,0.171
0.328,0.308,0.222,0.374
0.501,0.473,0.399,0.553
0.634,0.615,0.549,0.689
0.722,0.685,0.653,0.777
0.759,0.746,0.71,0.817
0.75,0.722,0.726,0.809
0.695,0.701,0.701,0.748
0.595,0.571,0.629,0.62
0.461,0.43,0.52,0.481
0.307,0.244,0.371,0.311
0.155,0.109,0.198,0.153
0.045,0.013,0.056,0.043
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.033,0.023,0.002,0.047
0.138,0.129,0.063,0.172
0.281,0.276,0.21,0.339
0.447,0.461,0.384,0.48
0.607,0.618,0.551,0.581
0.715,0.713,0.661,0.624
0.756,0.729,0.724,0.605
0.754,0.674,0.741,0.54
0.71,0.561,0.716,0.416
0.623,0.462,0.646,0.301
0.497,0.364,0.536,0.206
0.338,0.239,0.385,0.113
0.165,0.108,0.206,0.061
0.046,0.017,0.053,0.012
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.034,0.036,0.002,0.044
0.143,0.151,0.061,0.145
0.323,0.336,0.185,0.283
0.501,0.512,0.359,0.433
0.635,0.645,0.543,0.573
0.727,0.729,0.671,0.681
0.771,0.777,0.733,0.727
0.768,0.771,0.75,0.672
0.718,0.722,0.725,0.608
0.631,0.624,0.656,0.502
0.501,0.481,0.542,0.369
0.345,0.307,0.388,0.216
0.173,0.127,0.205,0.094
0.052,0.019,0.052,0.026
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.028,0.02,0.002,0.036
0.123,0.084,0.061,0.128
0.25,0.163,0.224,0.226
0.427,0.248,0.403,0.336
0.526,0.334,0.538,0.437
0.558,0.433,0.642,0.458
0.546,0.589,0.707,0.432
0.551,0.724,0.729,0.375
0.505,0.71,0.71,0.31
0.418,0.593,0.648,0.217
0.284,0.459,0.536,0.169
0.167,0.305,0.383,0.124
0.102,0.123,0.205,0.064
0.041,0.019,0.054,0.017
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.028,0.026,0.002,0.007
0.121,0.123,0.065,0.042
0.253,0.271,0.224,0.118
0.395,0.415,0.403,0.21
0.474,0.526,0.551,0.296
0.506,0.612,0.657,0.384
0.513,0.673,0.715,0.441
0.554,0.701,0.724,0.481
0.551,0.67,0.663,0.473
0.509,0.607,0.532,0.451
0.446,0.484,0.435,0.367
0.328,0.305,0.334,0.25
0.173,0.131,0.202,0.125
0.055,0.024,0.057,0.032
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.015,0.01,0.002,0.051
0.084,0.05,0.055,0.171
0.168,0.101,0.168,0.327
0.266,0.164,0.323,0.481
0.345,0.228,0.503,0.578
0.415,0.265,0.631,0.564
0.428,0.275,0.696,0.527
0.413,0.274,0.724,0.541
0.371,0.285,0.713,0.534
0.407,0.359,0.648,0.507
0.439,0.364,0.538,0.408
0.322,0.277,0.386,0.272
0.169,0.127,0.207,0.139
0.051,0.025,0.053,0.041
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.025,0.015,0.003,0.047
0.134,0.075,0.067,0.176
0.309,0.199,0.222,0.351
0.416,0.382,0.405,0.532
0.576,0.561,0.552,0.662
0.702,0.686,0.655,0.674
0.761,0.751,0.71,0.633
0.773,0.766,0.719,0.619
0.705,0.721,0.672,0.581
0.562,0.616,0.547,0.509
0.438,0.48,0.327,0.369
0.317,0.308,0.12,0.235
0.164,0.121,0.065,0.151
0.054,0.025,0.022,0.048
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.04,0.032,0.001,0.03
0.15,0.152,0.054,0.077
0.3,0.322,0.179,0.163
0.439,0.477,0.345,0.359
0.519,0.62,0.515,0.574
0.584,0.707,0.633,0.726
0.615,0.75,0.712,0.756
0.477,0.749,0.734,0.695
0.432,0.696,0.715,0.535
0.374,0.586,0.657,0.394
0.355,0.446,0.539,0.276
0.221,0.29,0.377,0.206
0.14,0.123,0.201,0.133
0.042,0.021,0.062,0.044
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.025,0.025,0.003,0.037
0.102,0.117,0.062,0.171
0.219,0.316,0.227,0.38
0.334,0.502,0.413,0.562
0.433,0.622,0.565,0.699
0.552,0.702,0.675,0.787
0.663,0.689,0.74,0.826
0.725,0.659,0.758,0.818
0.718,0.597,0.732,0.762
0.63,0.518,0.663,0.667
0.459,0.389,0.546,0.517
0.304,0.253,0.388,0.334
0.162,0.113,0.212,0.154
0.051,0.022,0.058,0.043
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.037,0.039,0.003,0.043
0.145,0.162,0.059,0.177
0.328,0.349,0.232,0.382
0.502,0.514,0.415,0.557
0.638,0.635,0.54,0.674
0.727,0.706,0.618,0.732
0.769,0.745,0.706,0.696
0.768,0.74,0.758,0.539
0.723,0.707,0.732,0.425
0.637,0.617,0.644,0.451
0.51,0.477,0.459,0.433
0.347,0.307,0.255,0.32
0.169,0.134,0.15,0.166
0.048,0.023,0.047,0.043
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.013,0.003,0.047
0.144,0.055,0.074,0.178
0.332,0.127,0.223,0.371
0.509,0.211,0.339,0.548
0.647,0.341,0.475,0.678
0.736,0.48,0.37,0.729
0.779,0.603,0.701,0.713
0.778,0.656,0.527,0.641
0.735,0.615,0.524,0.531
0.648,0.503,0.594,0.372
0.52,0.418,0.52,0.273
0.358,0.265,0.377,0.218
0.178,0.124,0.21,0.135
0.053,0.023,0.067,0.044
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.034,0.03,0.001,0.045
0.122,0.134,0.068,0.166
0.24,0.273,0.215,0.329
0.374,0.406,0.381,0.487
0.471,0.502,0.448,0.662
0.547,0.609,0.528,0.702
0.62,0.603,0.586,0.629
0.683,0.634,0.585,0.463
0.693,0.593,0.608,0.447
0.58,0.524,0.574,0.393
0.393,0.429,0.414,0.33
0.23,0.293,0.222,0.194
0.106,0.138,0.106,0.076
0.025,0.024,0.034,0.021
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.031,0.007,0.003,0.036
0.146,0.058,0.064,0.144
0.309,0.162,0.23,0.286
0.45,0.272,0.411,0.422
0.516,0.359,0.562,0.514
0.565,0.32,0.669,0.603
0.641,0.287,0.702,0.62
0.596,0.216,0.651,0.572
0.594,0.201,0.666,0.482
0.551,0.179,0.653,0.374
0.428,0.196,0.534,0.307
0.284,0.221,0.356,0.193
0.139,0.122,0.207,0.116
0.041,0.018,0.069,0.043
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.04,0.039,0.001,0.042
0.146,0.15,0.044,0.132
0.322,0.333,0.145,0.215
0.488,0.449,0.188,0.391
0.629,0.549,0.216,0.587
0.724,0.608,0.285,0.651
0.757,0.628,0.433,0.609
0.757,0.626,0.613,0.547
0.705,0.488,0.652,0.496
0.629,0.405,0.607,0.431
0.499,0.325,0.492,0.365
0.349,0.204,0.351,0.248
0.176,0.091,0.195,0.129
0.054,0.017,0.064,0.029
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.041,0.015,0.003,0.052
0.15,0.074,0.069,0.175
0.31,0.177,0.224,0.372
0.459,0.264,0.41,0.546
0.565,0.315,0.563,0.661
0.626,0.336,0.671,0.694
0.627,0.349,0.733,0.726
0.584,0.383,0.75,0.711
0.52,0.355,0.725,0.649
0.44,0.341,0.656,0.529
0.327,0.255,0.545,0.382
0.221,0.18,0.393,0.199
0.122,0.086,0.207,0.091
0.041,0.014,0.061,0.028
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.042,0.032,0.003,0.052
0.151,0.128,0.059,0.174
0.327,0.27,0.222,0.358
0.499,0.38,0.402,0.535
0.608,0.462,0.559,0.672
0.559,0.62,0.666,0.735
0.575,0.618,0.726,0.751
0.54,0.597,0.741,0.695
0.518,0.556,0.716,0.631
0.532,0.432,0.646,0.527
0.457,0.353,0.537,0.34
0.327,0.239,0.386,0.135
0.174,0.112,0.206,0.088
0.053,0.022,0.064,0.045
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.04,0.041,0.004,0.048
0.147,0.158,0.062,0.176
0.332,0.337,0.224,0.365
0.505,0.505,0.404,0.521
0.633,0.634,0.553,0.639
0.699,0.722,0.661,0.732
0.712,0.782,0.718,0.758
0.673,0.77,0.735,0.658
0.589,0.716,0.707,0.461
0.508,0.619,0.615,0.319
0.394,0.475,0.457,0.254
0.273,0.307,0.307,0.227
0.138,0.131,0.202,0.152
0.039,0.028,0.056,0.043
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.023,0.003,0.054
0.141,0.152,0.059,0.168
0.277,0.352,0.224,0.321
0.407,0.52,0.404,0.496
0.549,0.656,0.554,0.605
0.646,0.708,0.662,0.635
0.679,0.763,0.727,0.629
0.633,0.73,0.743,0.563
0.536,0.479,0.715,0.465
0.416,0.237,0.648,0.389
0.309,0.134,0.537,0.304
0.217,0.077,0.386,0.216
0.133,0.058,0.217,0.141
0.046,0.02,0.065,0.053
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.042,0.042,0.004,0.052
0.149,0.162,0.075,0.157
0.328,0.345,0.22,0.288
0.494,0.512,0.343,0.431
0.623,0.639,0.406,0.561
0.703,0.725,0.446,0.699
0.733,0.755,0.43,0.733
0.715,0.721,0.416,0.652
0.561,0.658,0.393,0.531
0.439,0.556,0.42,0.381
0.237,0.438,0.411,0.249
0.149,0.279,0.286,0.158
0.1,0.123,0.138,0.064
0.037,0.025,0.045,0.018
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.04,0.043,0.003,0.047
0.146,0.158,0.072,0.172
0.314,0.341,0.22,0.358
0.493,0.509,0.391,0.523
0.634,0.637,0.538,0.634
0.722,0.724,0.647,0.696
0.762,0.759,0.705,0.761
0.759,0.751,0.726,0.788
0.716,0.701,0.704,0.748
0.63,0.603,0.639,0.65
0.506,0.462,0.516,0.438
0.347,0.29,0.362,0.177
0.172,0.123,0.204,0.097
0.051,0.026,0.061,0.043
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.039,0.042,0.004,0.047
0.143,0.157,0.062,0.167
0.309,0.344,0.218,0.356
0.391,0.509,0.393,0.526
0.44,0.634,0.54,0.661
0.545,0.717,0.646,0.748
0.672,0.754,0.708,0.788
0.719,0.747,0.727,0.78
0.69,0.696,0.704,0.733
0.618,0.605,0.635,0.622
0.498,0.468,0.526,0.459
0.343,0.298,0.378,0.288
0.169,0.12,0.212,0.142
0.047,0.026,0.065,0.039
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.037,0.041,0.004,0.042
0.14,0.155,0.07,0.168
0.32,0.34,0.223,0.374
0.486,0.503,0.387,0.556
0.611,0.628,0.51,0.692
0.681,0.705,0.594,0.78
0.696,0.746,0.581,0.821
0.646,0.744,0.532,0.816
0.54,0.696,0.469,0.767
0.512,0.608,0.372,0.674
0.483,0.472,0.267,0.537
0.345,0.305,0.171,0.36
0.174,0.125,0.094,0.179
0.051,0.028,0.034,0.055
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.041,0.033,0.004,0.045
0.146,0.139,0.072,0.146
0.327,0.281,0.201,0.246
0.496,0.437,0.325,0.349
0.626,0.584,0.509,0.444
0.708,0.674,0.64,0.411
0.713,0.715,0.708,0.382
0.583,0.744,0.725,0.408
0.318,0.714,0.699,0.469
0.234,0.63,0.629,0.366
0.378,0.49,0.52,0.273
0.334,0.309,0.375,0.191
0.175,0.122,0.204,0.11
0.05,0.026,0.058,0.036
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.04,0.042,0.004,0.042
0.142,0.157,0.056,0.167
0.327,0.349,0.22,0.369
0.502,0.528,0.4,0.545
0.637,0.664,0.55,0.677
0.734,0.751,0.656,0.76
0.778,0.789,0.716,0.793
0.78,0.779,0.734,0.785
0.737,0.728,0.71,0.724
0.651,0.63,0.646,0.584
0.524,0.487,0.537,0.462
0.358,0.308,0.387,0.317
0.175,0.121,0.209,0.16
0.046,0.026,0.051,0.042
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.04,0.003,0.037
0.138,0.156,0.054,0.164
0.329,0.353,0.221,0.369
0.505,0.528,0.403,0.545
0.64,0.658,0.551,0.678
0.728,0.743,0.655,0.762
0.772,0.779,0.713,0.801
0.772,0.772,0.728,0.794
0.73,0.722,0.703,0.747
0.646,0.625,0.637,0.657
0.519,0.484,0.529,0.523
0.354,0.307,0.382,0.351
0.172,0.121,0.209,0.166
0.045,0.026,0.054,0.05
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.039,0.042,0.003,0.047
0.138,0.156,0.068,0.169
0.321,0.345,0.198,0.367
0.493,0.516,0.341,0.538
0.624,0.647,0.463,0.664
0.71,0.741,0.579,0.737
0.749,0.782,0.645,0.741
0.747,0.778,0.683,0.637
0.705,0.727,0.679,0.454
0.624,0.631,0.615,0.315
0.501,0.49,0.51,0.185
0.343,0.311,0.366,0.114
0.168,0.122,0.199,0.063
0.045,0.026,0.058,0.022
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.037,0.043,0.003,0.047
0.138,0.155,0.058,0.151
0.321,0.339,0.213,0.32
0.493,0.512,0.386,0.488
0.623,0.64,0.528,0.635
0.706,0.727,0.628,0.725
0.746,0.765,0.686,0.761
0.745,0.76,0.703,0.734
0.705,0.712,0.68,0.656
0.625,0.623,0.615,0.551
0.504,0.483,0.513,0.41
0.347,0.308,0.371,0.262
0.172,0.127,0.209,0.142
0.046,0.028,0.059,0.048
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.037,0.043,0.003,0.052
0.139,0.151,0.072,0.169
0.328,0.296,0.204,0.317
0.503,0.428,0.341,0.422
0.636,0.586,0.403,0.513
0.723,0.685,0.466,0.545
0.765,0.721,0.559,0.51
0.761,0.714,0.584,0.395
0.695,0.66,0.593,0.328
0.587,0.584,0.52,0.275
0.462,0.466,0.397,0.184
0.311,0.304,0.283,0.12
0.163,0.121,0.163,0.062
0.051,0.025,0.056,0.013
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.037,0.04,0.004,0.054
0.139,0.154,0.063,0.171
0.332,0.348,0.213,0.344
0.512,0.519,0.381,0.493
0.647,0.648,0.52,0.542
0.732,0.73,0.624,0.49
0.771,0.768,0.68,0.442
0.766,0.76,0.696,0.388
0.722,0.71,0.673,0.364
0.637,0.614,0.609,0.326
0.513,0.474,0.504,0.268
0.351,0.3,0.364,0.209
0.171,0.12,0.201,0.13
0.043,0.025,0.058,0.044
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.039,0.003,0.044
0.134,0.151,0.059,0.162
0.317,0.34,0.211,0.36
0.484,0.506,0.382,0.535
0.612,0.631,0.524,0.666
0.693,0.713,0.625,0.75
0.732,0.75,0.684,0.792
0.728,0.744,0.703,0.783
0.685,0.694,0.681,0.728
0.604,0.601,0.615,0.633
0.485,0.465,0.51,0.496
0.333,0.296,0.367,0.328
0.165,0.12,0.206,0.165
0.045,0.025,0.061,0.048
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.035,0.04,0.003,0.044
0.131,0.15,0.068,0.164
0.308,0.333,0.202,0.36
0.472,0.498,0.352,0.519
0.597,0.623,0.473,0.636
0.68,0.705,0.574,0.71
0.715,0.745,0.635,0.727
0.714,0.743,0.649,0.69
0.674,0.696,0.615,0.603
0.596,0.605,0.507,0.499
0.481,0.47,0.397,0.391
0.33,0.299,0.286,0.27
0.164,0.12,0.169,0.146
0.044,0.025,0.061,0.044
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.035,0.039,0.003,0.04
0.133,0.151,0.067,0.16
0.32,0.338,0.197,0.359
0.491,0.505,0.351,0.534
0.618,0.628,0.493,0.666
0.701,0.699,0.597,0.751
0.737,0.739,0.667,0.791
0.733,0.749,0.699,0.785
0.692,0.704,0.677,0.716
0.613,0.613,0.612,0.616
0.495,0.476,0.506,0.476
0.342,0.304,0.365,0.314
0.171,0.121,0.2,0.155
0.045,0.025,0.059,0.045
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.039,0.003,0.037
0.136,0.151,0.063,0.158
0.328,0.343,0.21,0.361
0.502,0.514,0.382,0.538
0.633,0.636,0.526,0.67
0.715,0.715,0.628,0.757
0.749,0.759,0.685,0.798
0.681,0.755,0.702,0.795
0.531,0.708,0.678,0.75
0.458,0.616,0.614,0.66
0.381,0.474,0.509,0.505
0.321,0.295,0.367,0.339
0.167,0.124,0.216,0.163
0.046,0.025,0.07,0.044
0,0,0.003,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.041,0.004,0.039
0.135,0.153,0.072,0.16
0.32,0.338,0.168,0.358
0.492,0.503,0.24,0.527
0.606,0.628,0.274,0.655
0.695,0.71,0.275,0.738
0.748,0.746,0.273,0.777
0.749,0.733,0.26,0.728
0.705,0.664,0.251,0.639
0.622,0.55,0.235,0.52
0.501,0.419,0.201,0.388
0.344,0.285,0.147,0.287
0.171,0.122,0.084,0.165
0.045,0.025,0.032,0.05
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.039,0.002,0.048
0.134,0.151,0.052,0.166
0.32,0.341,0.124,0.355
0.493,0.512,0.199,0.517
0.626,0.64,0.315,0.627
0.713,0.722,0.448,0.666
0.752,0.76,0.521,0.606
0.749,0.755,0.512,0.514
0.705,0.706,0.446,0.441
0.622,0.614,0.438,0.271
0.501,0.476,0.428,0.145
0.344,0.304,0.343,0.111
0.172,0.121,0.198,0.059
0.045,0.024,0.061,0.022
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.036,0.037,0.003,0.044
0.134,0.15,0.066,0.165
0.325,0.34,0.187,0.327
0.502,0.507,0.321,0.47
0.636,0.635,0.487,0.611
0.721,0.718,0.619,0.695
0.759,0.757,0.674,0.675
0.754,0.752,0.692,0.65
0.711,0.705,0.669,0.515
0.626,0.613,0.604,0.369
0.503,0.475,0.486,0.281
0.344,0.304,0.359,0.216
0.171,0.121,0.187,0.143
0.045,0.024,0.062,0.047
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.035,0.035,0.003,0.047
0.133,0.149,0.064,0.166
0.325,0.35,0.209,0.355
0.501,0.525,0.375,0.519
0.635,0.656,0.516,0.641
0.723,0.74,0.62,0.693
0.763,0.779,0.685,0.701
0.76,0.773,0.704,0.615
0.715,0.723,0.68,0.501
0.633,0.626,0.612,0.339
0.509,0.486,0.506,0.205
0.351,0.309,0.365,0.146
0.174,0.12,0.201,0.077
0.045,0.023,0.058,0.025
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.035,0.035,0.003,0.048
0.133,0.149,0.061,0.166
0.327,0.349,0.207,0.356
0.506,0.525,0.375,0.526
0.642,0.658,0.517,0.653
0.73,0.744,0.62,0.722
0.773,0.782,0.685,0.729
0.772,0.777,0.704,0.675
0.73,0.729,0.683,0.605
0.647,0.634,0.622,0.498
0.521,0.493,0.518,0.358
0.359,0.314,0.376,0.24
0.176,0.121,0.206,0.123
0.044,0.022,0.05,0.044
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.034,0.035,0.003,0.042
0.133,0.149,0.052,0.16
0.331,0.348,0.212,0.356
0.513,0.52,0.389,0.528
0.65,0.649,0.535,0.662
0.74,0.734,0.637,0.745
0.781,0.771,0.696,0.778
0.779,0.766,0.715,0.747
0.737,0.716,0.692,0.671
0.655,0.622,0.627,0.548
0.529,0.482,0.521,0.425
0.364,0.306,0.376,0.29
0.176,0.12,0.206,0.15
0.04,0.023,0.053,0.044
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.032,0.035,0.003,0.037
0.131,0.149,0.056,0.156
0.334,0.349,0.21,0.359
0.518,0.526,0.386,0.531
0.655,0.658,0.531,0.664
0.741,0.744,0.635,0.749
0.781,0.782,0.693,0.79
0.777,0.777,0.71,0.767
0.733,0.728,0.685,0.7
0.647,0.633,0.62,0.6
0.521,0.491,0.515,0.47
0.358,0.312,0.372,0.319
0.175,0.123,0.205,0.158
0.043,0.023,0.055,0.042
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.033,0.037,0.002,0.035
0.13,0.151,0.054,0.153
0.323,0.35,0.211,0.358
0.501,0.516,0.387,0.535
0.637,0.64,0.53,0.668
0.726,0.713,0.63,0.754
0.767,0.724,0.694,0.793
0.767,0.692,0.713,0.789
0.726,0.658,0.688,0.743
0.642,0.574,0.622,0.655
0.517,0.369,0.516,0.524
0.353,0.195,0.372,0.354
0.173,0.084,0.204,0.166
0.043,0.013,0.056,0.037
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.033,0.037,0.002,0.043
0.132,0.152,0.055,0.144
0.321,0.349,0.21,0.316
0.498,0.524,0.386,0.507
0.633,0.653,0.531,0.648
0.727,0.734,0.635,0.719
0.767,0.769,0.694,0.759
0.766,0.761,0.711,0.77
0.723,0.704,0.686,0.738
0.637,0.614,0.623,0.612
0.512,0.469,0.517,0.469
0.35,0.288,0.374,0.308
0.172,0.125,0.21,0.162
0.043,0.022,0.059,0.044
0,0,0.002,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.032,0.029,0.003,0.044
0.13,0.131,0.062,0.149
0.33,0.284,0.211,0.303
0.512,0.402,0.348,0.463
0.648,0.448,0.407,0.603
0.734,0.479,0.444,0.704
0.773,0.529,0.525,0.754
0.772,0.557,0.554,0.757
0.73,0.556,0.552,0.724
0.646,0.528,0.465,0.6
0.519,0.422,0.319,0.265
0.352,0.261,0.231,0.094
0.174,0.113,0.16,0.052
0.044,0.019,0.054,0.029
0,0,0.001,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.03,0.036,0.002,0.044
