ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting
2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045,2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045
moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,high,high,high,high,high,high,high
CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV
130.5,168.2,127.8,84,30.1,294.1,32.7,214.1,276.1,265.4,154.1,55.2,510.4,56.8,331.1,426.9,324.4,213.2,76.4,746.5,83.1,1633.8,2106.2,2025.2,1175.3,421.5,3894.1,433.5
142.4,183.6,135.7,94.3,32,313.9,34.8,233.7,301.3,281.8,173.1,58.6,544.9,60.3,361.4,466,344.4,239.5,81.1,796.9,88.2,1783.2,2298.8,2149.8,1320.3,447.4,4157.1,460.2
136.7,176.3,132.5,114.3,31.2,305.2,33.9,224.4,289.3,275.2,209.8,57.3,529.7,58.9,347.1,447.4,336.4,290.3,79.3,774.8,86.2,1712.3,2207.4,2099.9,1600.6,437,4041.4,449.5
158.7,204.6,153.5,133.8,36.2,355.6,39.3,260.6,335.9,318.8,245.5,66.3,617.1,68.2,403,519.5,389.6,339.7,91.8,902.6,99.8,1988.1,2563,2432,1873.2,506.2,4708,520.6
194.1,250.2,182.2,140,42.9,422.1,46.7,318.5,410.6,378.5,256.8,78.8,732.6,81,492.6,635,462.6,355.3,109,1071.6,118.5,2430.3,3133,2887.5,1959.2,600.9,5589.6,618.1
221.1,285,199,157.8,46.9,475.2,51,362.9,467.8,413.3,289.5,86,824.8,88.5,561.2,723.5,505.2,400.6,119,1206.3,129.4,2768.7,3569.4,3153.4,2209,656.3,6292.7,675
228.9,295.1,203.6,212.1,48,493.9,52.2,375.8,484.4,422.9,389.1,88,857.3,90.5,581.1,749.2,516.8,538.4,121.8,1253.9,132.4,2866.9,3696,3226.2,2968.7,671.4,6540.5,690.6
258.3,333,234.1,282.9,55.2,584,60,424,546.6,486.3,518.9,101.2,1013.6,104.1,655.7,845.3,594.3,718,140,1482.6,152.2,3235,4170.5,3710,3959.2,772.1,7733.6,794.2
344.7,444.4,296.3,341.1,69.8,781.2,75.9,565.9,729.5,615.3,625.7,128.1,1355.8,131.7,875.1,1128.1,752.1,865.8,177.2,1983.1,192.7,4317.3,5565.7,4694.8,4774,977.1,10344.4,1005
419.7,541.1,354.1,269.7,83.4,1004.2,90.7,689,888.2,735.5,494.8,153.1,1742.8,157.4,1065.5,1373.6,899,684.7,211.8,2549.2,230.3,5256.8,6777,5611.6,3775.5,1167.9,13297.2,1201.2
457.2,589.4,364.1,153.4,85.8,1091.1,93.3,750.5,967.5,756.3,281.4,157.4,1893.6,161.9,1160.6,1496.3,924.3,389.4,217.8,2769.7,236.8,5726.1,7381.9,5770,2147.2,1200.8,14447.7,1235.1
334.6,431.4,265.1,108.3,62.5,776.5,67.9,549.3,708.2,550.6,198.6,114.6,1347.6,117.9,849.5,1095.1,673,274.8,158.6,1971,172.4,4191,5403,4201.2,1515.4,874.3,10281.6,899.3
188.4,242.8,156.7,83.9,36.9,431,40.1,309.2,398.6,325.4,153.9,67.7,748.1,69.7,478.1,616.4,397.7,213,93.7,1094.2,101.9,2359,3041.1,2482.9,1174.5,516.7,5707.6,531.5
147.5,190.2,122.7,58.1,28.9,324.2,31.4,242.2,312.2,254.8,106.5,53,562.6,54.6,374.5,482.8,311.5,147.4,73.4,823,79.8,1847.5,2381.8,1944.4,812.6,404.7,4292.8,416.2
113.1,145.8,93.1,41.3,21.9,242.4,23.9,185.7,239.4,193.4,75.8,40.3,420.6,41.4,287.1,370.2,236.4,104.9,55.7,615.3,60.6,1416.6,1826.3,1475.9,578.5,307.2,3209.3,315.9
76.7,98.9,65.3,24.1,15.4,164.8,16.7,125.9,162.3,135.7,44.3,28.2,286,29,194.7,251,165.8,61.2,39.1,418.3,42.5,960.4,1238.2,1035.2,337.7,215.4,2181.8,221.6
54.4,70.1,46.2,15,10.9,114.9,11.8,89.3,115.1,95.9,27.5,20,199.3,20.5,138.1,178,117.2,38,27.6,291.6,30,681.2,878.1,731.7,209.8,152.3,1520.9,156.6
30.5,39.3,27,7.5,6.4,65.4,6.9,50.1,64.6,56.1,13.8,11.7,113.5,12,77.5,99.9,68.6,19.1,16.2,166.1,17.6,382.2,492.7,428.2,105.2,89.1,866.2,91.7
20,25.8,16.8,8.1,4,40.5,4.3,32.9,42.4,34.9,14.8,7.3,70.3,7.5,50.8,65.5,42.7,20.5,10.1,102.9,10.9,250.7,323.2,266.6,113.3,55.5,536.5,57.1
10.6,13.6,10.5,5,2.5,23.3,2.7,17.3,22.4,21.7,9.1,4.5,40.5,4.6,26.8,34.6,26.5,12.6,6.3,59.2,6.8,132.3,170.6,165.6,69.3,34.5,308.9,35.4
12.5,16.1,11,15.9,2.6,25.9,2.8,20.5,26.5,22.7,29.2,4.7,45,4.9,31.8,41,27.8,40.4,6.6,65.8,7.1,156.7,202,173.5,222.7,36.1,343.4,37.1
9.6,12.3,13.1,41.3,3.1,26.6,3.4,15.7,20.3,27.3,75.8,5.7,46.2,5.8,24.3,31.3,33.3,104.9,7.9,67.6,8.5,119.9,154.6,208,578.3,43.3,352.7,44.5
33.5,43.1,40.4,75.6,9.5,86.6,10.3,54.9,70.8,83.9,138.7,17.5,150.3,18,84.9,109.5,102.5,192,24.2,219.8,26.3,419.1,540.3,640.1,1058.5,133.2,1146.6,137
77.3,99.7,84,87.8,19.8,188.5,21.5,126.9,163.6,174.4,161,36.3,327.2,37.3,196.3,253.1,213.2,222.8,50.2,478.6,54.6,968.5,1248.6,1330.6,1228.6,276.9,2496.4,284.8
128.6,165.8,125.9,84.4,29.7,293.2,32.2,211.2,272.2,261.4,154.9,54.4,508.9,56,326.5,421,319.5,214.3,75.3,744.3,81.9,1611.1,2076.9,1994.8,1181.5,415.1,3882.7,427
140.9,181.6,132.7,95.1,31.3,314,34,231.2,298.1,275.6,174.5,57.4,545,59,357.6,461,336.9,241.5,79.4,797.1,86.3,1764.1,2274.2,2103,1331.5,437.7,4157.8,450.2
133.8,172.5,128.2,114.6,30.2,304.6,32.8,219.7,283.2,266.2,210.3,55.4,528.6,57,339.7,438,325.4,291,76.7,773.2,83.4,1676.1,2160.8,2031.3,1604.6,422.8,4033.3,434.8
153.6,198,148.7,134.2,35,354,38.1,252.1,325,308.9,246.1,64.3,614.3,66.1,389.9,502.6,377.5,340.6,88.9,898.5,96.7,1923.5,2479.7,2356.7,1877.9,490.5,4687.1,504.5
186,239.8,175,139.9,41.2,422.7,44.8,305.3,393.6,363.4,256.6,75.6,733.7,77.8,472.1,608.7,444.2,355,104.7,1073.1,113.8,2329.4,3003,2773,1957.6,577.1,5597.5,593.6
210.4,271.2,187.1,158.2,44.1,472.3,47.9,345.3,445.2,388.6,290.3,80.9,819.7,83.2,534,688.4,475,401.7,111.9,1199,121.7,2634.6,3396.4,2965,2214.8,617.1,6254.3,634.7
220,283.6,188.4,211.2,44.4,489.2,48.3,361.1,465.5,391.2,387.4,81.4,849,83.7,558.4,719.9,478.1,536.1,112.7,1241.8,122.5,2755.1,3551.8,2984.8,2955.9,621.2,6477.6,638.9
255.8,329.7,219.8,280.2,51.8,574.5,56.3,419.8,541.2,456.5,514,95,997.1,97.7,649.3,837,558,711.2,131.5,1458.4,142.9,3203.2,4129.5,3483.2,3921.3,724.9,7607.4,745.6
345.6,445.5,286.6,336.4,67.5,767.7,73.4,567.2,731.2,595.2,617.1,123.9,1332.4,127.4,877.2,1130.8,727.4,853.8,171.4,1948.8,186.3,4327.6,5579,4541,4708,945.1,10165.7,972
443.9,572.3,348.6,265.1,82.1,983.3,89.3,728.7,939.4,723.9,486.4,150.7,1706.5,155,1126.9,1452.8,884.8,673.1,208.5,2496,226.7,5559.8,7167.5,5523.3,3711.3,1149.5,13019.7,1182.3
489.6,631.2,363.6,149.8,85.7,1063.7,93.1,803.7,1036.1,755.1,274.8,157.1,1846.1,161.6,1242.9,1602.3,922.9,380.2,217.4,2700.1,236.4,6131.8,7905,5761.1,2096.4,1199,14084.7,1233.2
358.4,462,263.8,105,62.1,757.8,67.6,588.2,758.3,547.9,192.5,114,1315.3,117.3,909.7,1172.7,669.6,266.4,157.8,1923.8,171.5,4488,5785.9,4179.9,1469.1,869.9,10034.9,894.7
199.9,257.7,154.6,81.9,36.4,420.2,39.6,328.1,422.9,321,150.2,66.8,729.3,68.7,507.3,654.1,392.4,207.9,92.4,1066.7,100.5,2503.1,3226.9,2449.2,1146.1,509.7,5564.2,524.3
155,199.8,119.7,57.2,28.2,317,30.7,254.4,328,248.7,105,51.8,550.1,53.2,393.4,507.2,303.9,145.3,71.6,804.6,77.9,1941.1,2502.4,1897.2,801.3,394.8,4197.1,406.1
120.7,155.6,91.6,41.1,21.6,238.6,23.5,198.1,255.4,190.3,75.4,39.6,414,40.7,306.4,395,232.6,104.3,54.8,605.6,59.6,1511.6,1948.7,1451.8,575.1,302.1,3158.8,310.8
83,107,64.6,49,15.2,163.5,16.5,136.2,175.6,134.2,89.9,27.9,283.8,28.7,210.7,271.6,164,124.5,38.6,415,42,1039.3,1339.8,1023.6,686.3,213,2164.9,219.1
63.5,81.9,56.5,25.2,13.3,133.7,14.5,104.3,134.4,117.4,46.2,24.4,232,25.1,161.2,207.9,143.5,63.9,33.8,339.3,36.8,795.5,1025.5,895.8,352.5,186.4,1770.1,191.7
74.8,96.5,57.7,18.2,13.6,146.1,14.8,122.8,158.4,119.8,33.4,24.9,253.5,25.6,190,244.9,146.4,46.2,34.5,370.8,37.5,937.3,1208.3,913.9,254.8,190.2,1934.1,195.6
32.6,42.1,27.7,13.4,6.5,67,7.1,53.6,69.1,57.5,24.6,12,116.3,12.3,82.8,106.8,70.2,34,16.5,170.2,18,408.7,526.9,438.4,187.7,91.2,887.7,93.8
27,34.8,22.8,3.8,5.4,55.4,5.8,44.3,57.2,47.3,7,9.8,96.1,10.1,68.6,88.4,57.8,9.6,13.6,140.6,14.8,338.4,436.2,360.8,53.2,75.1,733.4,77.2
18.3,23.6,13.8,6.7,3.3,35.3,3.5,30.1,38.8,28.7,12.4,6,61.3,6.2,46.5,59.9,35.1,17.1,8.3,89.7,9,229.4,295.7,219.3,94.3,45.6,467.7,46.9
4.8,6.2,5.7,14.3,1.3,12.2,1.5,7.9,10.2,11.8,26.2,2.5,21.2,2.5,12.2,15.7,14.4,36.2,3.4,30.9,3.7,60.1,77.4,89.8,199.9,18.7,161.4,19.2
13.2,17,13.8,23.6,3.3,32,3.5,21.7,28,28.7,43.2,6,55.5,6.1,33.5,43.2,35,59.8,8.3,81.2,9,165.5,213.4,218.7,329.6,45.5,423.3,46.8
25.6,33,25.4,42.7,6,61.6,6.5,42.1,54.2,52.7,78.4,11,106.9,11.3,65.1,83.9,64.4,108.5,15.2,156.3,16.5,321.1,413.9,402.2,598,83.7,815.5,86.1
40.9,52.7,43.8,76.1,10.3,104.8,11.2,67.1,86.6,90.9,139.7,18.9,181.9,19.5,103.8,133.9,111.1,193.3,26.2,266.1,28.5,512.3,660.4,693.3,1065.7,144.3,1387.9,148.4
74.6,96.1,79.1,104.3,18.6,190.1,20.3,122.4,157.8,164.4,191.4,34.2,330,35.2,189.3,244,200.9,264.9,47.3,482.6,51.5,933.9,1203.9,1254,1460.5,261,2517.5,268.4
127.5,164.4,123.1,135.2,29,306.4,31.5,209.3,269.9,255.7,248,53.2,531.8,54.7,323.7,417.4,312.5,343.2,73.6,777.8,80.1,1597.2,2059,1950.9,1892.4,406,4057.3,417.6
169.6,218.7,161.6,172.1,38.1,403.6,41.4,278.4,359,335.6,315.8,69.8,700.4,71.8,430.6,555.1,410.2,436.9,96.6,1024.5,105.1,2124.4,2738.7,2560.5,2409.2,532.9,5344,548.1
219.7,283.3,203.5,180.5,47.9,518.6,52.1,360.7,465,422.6,331.1,87.9,900,90.5,557.8,719.1,516.5,458.2,121.7,1316.4,132.3,2751.8,3547.6,3224.1,2526.4,671,6866.6,690.1
270.5,348.7,238.4,189,56.2,619.9,61.1,444,572.4,495.2,346.7,103.1,1075.8,106,686.6,885.2,605.3,479.8,142.6,1573.6,155,3387.4,4367,3778.3,2645.5,786.3,8208.2,808.8
275.6,355.3,241.8,196.1,57,627.5,62,452.4,583.2,502.3,359.8,104.5,1089,107.5,699.6,901.9,613.9,497.8,144.6,1592.8,157.3,3451.6,4449.7,3832.4,2744.8,797.6,8308.5,820.3
285.4,368,247.5,218.3,58.3,647.1,63.4,468.5,604,513.9,400.6,107,1123.1,110,724.5,934.1,628.1,554.3,148,1642.6,160.9,3574.6,4608.3,3921.1,3056.2,816.1,8568.5,839.3
298.1,384.4,260.2,205.1,61.3,678.4,66.6,489.4,630.9,540.4,376.4,112.5,1177.4,115.7,756.8,975.7,660.5,520.8,155.6,1722.1,169.2,3733.8,4813.6,4122.9,2871.4,858,8982.9,882.5
320,412.5,263,230.2,62,723.7,67.4,525.2,677.1,546.2,422.3,113.7,1256.1,116.9,812.3,1047.2,667.6,584.3,157.3,1837.2,171,4007.4,5166.3,4167.5,3221.7,867.3,9583.4,892.1
294.3,379.4,257.5,227.6,60.7,709.2,66,483.1,622.7,534.8,417.6,111.3,1230.8,114.5,747,963,653.7,577.8,154,1800.2,167.4,3685.5,4751.3,4080.5,3186.1,849.2,9390.2,873.5
336.6,433.9,289.8,197,68.3,796.7,74.2,552.5,712.3,601.8,361.4,125.2,1382.6,128.8,854.4,1101.5,735.5,500.1,173.3,2022.3,188.4,4215.3,5434.2,4591.6,2757.6,955.6,10549.1,982.9
334.7,431.5,272.6,166.1,64.2,739.1,69.8,549.5,708.3,566.2,304.7,117.8,1282.7,121.2,849.7,1095.4,692,421.7,163,1876.1,177.3,4192.1,5404.4,4319.8,2325.1,899,9786.5,924.7
291.8,376.2,228.7,134.2,53.9,617.7,58.6,479,617.6,475.1,246.2,98.9,1072.1,101.7,740.8,955,580.6,340.6,136.8,1568.1,148.7,3654.9,4711.8,3624.6,1878.2,754.3,8179.8,775.9
245.9,317,192.9,96.4,45.5,510.2,49.4,403.7,520.4,400.7,176.8,83.4,885.5,85.8,624.3,804.8,489.7,244.6,115.4,1295.1,125.5,3080,3970.6,3057.2,1348.7,636.3,6755.8,654.4
195.7,252.3,153.2,55.5,36.1,397.8,39.2,321.3,414.2,318.1,101.9,66.2,690.3,68.1,496.8,640.5,388.8,141,91.6,1009.7,99.6,2451,3159.8,2427.2,777.5,505.1,5266.9,519.6
135.3,174.5,106.6,24.7,25.1,269.9,27.3,222.1,286.4,221.3,45.4,46.1,468.4,47.4,343.5,442.9,270.5,62.8,63.7,685.1,69.3,1694.9,2185,1688.8,346.4,351.5,3573.9,361.5
72.7,93.8,57.9,17.9,13.6,143.5,14.8,119.4,153.9,120.3,32.9,25,249.1,25.7,184.6,238,147,45.5,34.6,364.3,37.7,910.8,1174.2,917.6,250.8,191,1900.4,196.4
31.8,41.1,28.1,13.3,6.6,65.8,7.2,52.3,67.4,58.3,24.3,12.1,114.2,12.5,80.8,104.2,71.2,33.6,16.8,167.1,18.2,398.9,514.2,444.7,185.5,92.5,871.4,95.2
26.4,34.1,23.2,3.8,5.5,54.3,5.9,43.4,55.9,48.1,6.9,10,94.2,10.3,67.1,86.5,58.8,9.5,13.8,137.8,15.1,331.1,426.8,366.9,52.6,76.4,718.7,78.5
17.9,23,14,6.6,3.3,34.5,3.6,29.3,37.8,29.2,12.2,6.1,59.9,6.2,45.3,58.4,35.6,16.8,8.4,87.7,9.1,223.7,288.3,222.4,92.7,46.3,457.4,47.6
4.7,6,5.7,13.9,1.3,11.9,1.5,7.6,9.8,11.9,25.6,2.5,20.7,2.5,11.8,15.2,14.5,35.4,3.4,30.2,3.7,58.2,75.1,90.5,195.2,18.8,157.7,19.4
12.9,16.6,13.8,22.8,3.3,31,3.5,21.2,27.3,28.7,41.9,6,53.8,6.2,32.8,42.3,35.1,57.9,8.3,78.7,9,161.7,208.5,219.3,319.4,45.6,410.7,46.9
25.1,32.4,25.3,41.3,6,59.5,6.5,41.3,53.2,52.6,75.8,11,103.2,11.3,63.8,82.3,64.3,104.8,15.2,151,16.5,314.8,405.8,401.6,578,83.6,787.5,86
41,52.8,43.7,73.6,10.3,101.4,11.2,67.2,86.7,90.7,135.1,18.9,176,19.4,104,134.1,110.9,186.9,26.1,257.5,28.4,513.1,661.5,692,1030.6,144,1343.1,148.1
72.9,93.9,79.5,101.9,18.7,184.7,20.4,119.6,154.2,165.1,187,34.4,320.5,35.3,185,238.5,201.8,258.7,47.5,468.8,51.7,912.6,1176.5,1259.6,1426.5,262.2,2445.6,269.6
123.9,159.7,124.9,132.9,29.4,300.2,32,203.3,262.1,259.3,243.9,54,520.9,55.5,314.4,405.3,317,337.5,74.7,761.9,81.2,1551.1,1999.6,1978.7,1860.8,411.8,3974.5,423.5
163.5,210.8,164.7,171.4,38.8,397.5,42.2,268.4,346,342.2,314.4,71.2,689.8,73.2,415.1,535.1,418.2,435,98.5,1008.9,107.1,2048,2640.2,2610.5,2398.6,543.3,5262.8,558.8
210.8,271.8,209.4,182,49.3,516.3,53.6,346.1,446.2,434.8,333.9,90.5,896.1,93.1,535.2,690,531.4,462,125.2,1310.7,136.1,2640.4,3404,3317.4,2547.7,690.4,6837.2,710.1
258.1,332.7,244.9,192,57.7,622.6,62.7,423.6,546.1,508.7,352.2,105.9,1080.5,108.9,655.1,844.5,621.7,487.4,146.5,1580.3,159.3,3231.8,4166.3,3881,2687.3,807.7,8243.5,830.7
262.1,337.9,244.2,200.7,57.5,638.8,62.6,430.3,554.7,507.2,368.2,105.6,1108.7,108.6,665.4,857.8,619.9,509.5,146.1,1621.7,158.8,3282.8,4232.1,3869.6,2809.2,805.3,8459.1,828.3
273.2,352.2,244.7,224.6,57.7,665.2,62.7,448.4,578.1,508.2,412,105.8,1154.5,108.8,693.5,894,621.1,570.1,146.3,1688.7,159.1,3421.4,4410.9,3877.4,3143.4,807,8808.7,830
287.5,370.7,251.8,211.9,59.3,702.2,64.5,471.9,608.4,523,388.8,108.9,1218.7,112,729.8,940.9,639.3,538,150.6,1782.6,163.8,3600.7,4642,3990.5,2966.3,830.5,9298.4,854.2
311.7,401.9,254.8,237.6,60,745.8,65.3,511.7,659.7,529.3,436,110.1,1294.4,113.3,791.3,1020.2,646.9,603.3,152.4,1893.3,165.7,3904.1,5033.1,4038.1,3326.4,840.4,9876,864.4
290.2,374.1,250.8,234.8,59.1,722.9,64.2,476.4,614.1,520.9,430.8,108.4,1254.6,111.5,736.7,949.7,636.6,596.1,150,1835,163.1,3634.6,4685.6,3973.9,3287.1,827,9572,850.6
333.4,429.8,287,203.4,67.6,809,73.5,547.3,705.5,596.2,373.2,124.1,1404.1,127.6,846.4,1091.1,728.7,516.4,171.7,2053.7,186.7,4175.6,5383.1,4548.6,2847.4,946.6,10712.8,973.7
333,429.3,273.8,170,64.5,747.2,70.1,546.6,704.7,568.8,311.9,118.4,1296.8,121.7,845.3,1089.7,695.1,431.6,163.8,1896.8,178.1,4170.3,5376.3,4339.4,2379.6,903.1,9894.2,928.9
291.1,375.3,231.4,135.5,54.5,619.8,59.3,477.8,616,480.5,248.6,100,1075.6,102.9,738.9,952.6,587.3,344.1,138.4,1573.2,150.4,3645.6,4699.8,3666,1897.1,763,8206.5,784.7
244,314.6,195.1,96.5,46,505.6,50,400.5,516.4,405.2,177.1,84.3,877.6,86.7,619.4,798.5,495.3,245,116.7,1283.6,126.9,3055.9,3939.6,3091.7,1351,643.4,6695.4,661.8
192.8,248.5,154.7,29.9,36.5,391.6,39.6,316.4,407.9,321.3,54.9,66.9,679.6,68.8,489.3,630.8,392.7,75.9,92.5,994,100.6,2414.1,3112.3,2451.7,418.7,510.2,5185.2,524.8
126.8,163.5,96.6,14.5,22.7,245.6,24.7,208.2,268.4,200.5,26.7,41.7,426.2,42.9,321.9,415,245.1,36.9,57.7,623.4,62.8,1588.2,2047.4,1530,203.4,318.4,3252,327.5
31.6,40.8,27.8,7.3,6.5,63.8,7.1,51.9,67,57.7,13.5,12,110.7,12.3,80.3,103.6,70.5,18.6,16.6,161.9,18.1,396.3,510.9,440.1,102.6,91.6,844.8,94.2
20.3,26.2,17.3,8,4.1,39.4,4.4,33.4,43,35.9,14.7,7.5,68.4,7.7,51.6,66.5,43.9,20.3,10.3,100.1,11.2,254.6,328.2,273.8,112.1,57,521.9,58.6
10.6,13.7,10.7,4.9,2.5,22.9,2.8,17.4,22.4,22.3,9,4.6,39.7,4.8,26.9,34.7,27.3,12.4,6.4,58.1,7,132.7,171,170.2,68.5,35.4,303.1,36.4
12.6,16.2,11.3,15.7,2.7,25.5,2.9,20.7,26.6,23.4,28.8,4.9,44.2,5,31.9,41.2,28.6,39.9,6.7,64.6,7.3,157.6,203.2,178.3,220,37.1,337.1,38.2
9.6,12.3,13.5,40.8,3.2,26.2,3.5,15.7,20.3,28.1,74.9,5.9,45.5,6,24.3,31.3,34.4,103.6,8.1,66.6,8.8,119.9,154.6,214.5,571.5,44.6,347.3,45.9
33.5,43.2,41.3,75,9.7,85.5,10.6,55.1,71,85.8,137.6,17.9,148.4,18.4,85.2,109.8,104.9,190.4,24.7,217.1,26.9,420.1,541.6,654.6,1049.7,136.2,1132.3,140.1
77.8,100.3,84.8,87.2,20,186.6,21.7,127.7,164.6,176,159.9,36.6,323.8,37.7,197.4,254.5,215.1,221.3,50.7,473.7,55.1,974,1255.6,1343,1220.3,279.5,2470.8,287.5
130.4,168.1,125.5,83.7,29.6,291.7,32.1,214,275.9,260.6,153.6,54.2,506.3,55.8,330.9,426.6,318.5,212.5,75,740.5,81.6,1632.7,2104.8,1988,1171.8,413.7,3862.7,425.6
143.2,184.7,132.6,94.4,31.2,311.7,34,235.1,303.1,275.4,173.1,57.3,541,59,363.6,468.7,336.7,239.6,79.3,791.4,86.2,1793.9,2312.6,2101.5,1321,437.4,4128,449.8
137.6,177.4,129.5,114.5,30.5,301.7,33.2,225.9,291.2,269,210,56,523.6,57.6,349.3,450.4,328.7,290.6,77.5,765.8,84.2,1723.5,2221.9,2052.2,1602.1,427.1,3994.7,439.3
158.3,204.1,151,133.4,35.6,351.2,38.7,259.8,335,313.7,244.7,65.3,609.5,67.2,401.8,518,383.4,338.6,90.3,891.5,98.2,1982.5,2555.8,2393.5,1867.1,498.1,4650.2,512.3
189.2,244,177.3,139.7,41.8,419.5,45.4,310.6,400.4,368.3,256.3,76.7,728.1,78.8,480.4,619.3,450.2,354.6,106.1,1065,115.3,2369.9,3055.2,2810.3,1955.1,584.9,5555.4,601.6
212.3,273.7,193.7,157.2,45.6,470.4,49.6,348.5,449.3,402.2,288.4,83.7,816.4,86.1,539,694.8,491.6,399.1,115.8,1194,125.9,2659.1,3428.1,3068.7,2200.6,638.7,6228.5,656.9
217.9,280.9,196.9,209,46.4,488.8,50.4,357.6,461.1,408.9,383.4,85.1,848.4,87.5,553.1,713,499.7,530.4,117.7,1240.9,128,2728.6,3517.7,3119.4,2924.9,649.2,6472.9,667.7
252.4,325.3,226.9,275.4,53.5,578.9,58.1,414.2,534,471.3,505.3,98.1,1004.7,100.9,640.6,825.8,576,699.2,135.7,1469.5,147.5,3160.5,4074.4,3595.5,3855.3,748.3,7665.6,769.6
339.3,437.5,291.2,329.5,68.6,781,74.6,557,718.1,604.7,604.4,125.9,1355.5,129.4,861.4,1110.5,739.1,836.4,174.1,1982.6,189.3,4249.7,5478.6,4613.7,4611.7,960.2,10341.9,987.6
438.2,564.9,351,260.2,82.7,1010.1,89.9,719.3,927.3,729,477.4,151.7,1753.1,156,1112.3,1434,891,660.6,209.9,2564.2,228.2,5487.7,7074.6,5562.1,3642.4,1157.6,13375.6,1190.6
488.4,629.7,368.3,148.7,86.8,1098.7,94.4,801.7,1033.6,765,272.8,159.2,1906.8,163.7,1239.9,1598.4,935,377.5,220.3,2789,239.5,6117,7886,5836.5,2081.7,1214.7,14548.3,1249.3
360,464.1,268.5,106,63.3,779.2,68.8,590.9,761.8,557.7,194.5,116.1,1352.4,119.4,913.9,1178.1,681.6,269.1,160.6,1978.1,174.6,4508.6,5812.4,4254.7,1483.7,885.5,10318.4,910.7
204,263,157.5,81.9,37.1,430.8,40.3,334.9,431.8,327.1,150.3,68.1,747.6,70,518,667.7,399.8,207.9,94.2,1093.5,102.4,2555.4,3294.4,2495.7,1146.5,519.4,5704.3,534.2
159,205,120.9,56.9,28.5,321.5,31,261.1,336.5,251,104.5,52.2,558,53.7,403.7,520.5,306.8,144.6,72.3,816.1,78.6,1991.7,2567.7,1915.1,797.1,398.6,4257.3,409.9
122.5,157.9,92.3,40.9,21.8,239.4,23.7,201,259.1,191.8,75.1,39.9,415.5,41,310.9,400.8,234.4,103.9,55.2,607.8,60,1533.7,1977.2,1463.1,572.9,304.5,3170.3,313.2
83.4,107.5,65,24.4,15.3,163,16.6,136.8,176.4,135,44.8,28.1,283,28.9,211.6,272.8,164.9,62,38.9,413.9,42.3,1043.9,1345.8,1029.7,342.1,214.3,2158.8,220.4
58.6,75.6,46.7,15.2,11,113.4,12,96.3,124.1,97.1,27.9,20.2,196.9,20.8,148.9,191.9,118.6,38.6,28,288,30.4,734.4,946.8,740.5,212.7,154.1,1502.1,158.5
32.9,42.4,28,7.6,6.6,64.4,7.2,53.9,69.5,58.2,14,12.1,111.8,12.5,83.4,107.5,71.1,19.3,16.8,163.5,18.2,411.4,530.4,443.8,106.6,92.4,853,95
21,27,17.4,8.3,4.1,39.8,4.5,34.4,44.4,36.2,15.2,7.5,69.1,7.8,53.2,68.6,44.3,21,10.4,101.1,11.3,262.6,338.5,276.4,115.6,57.5,527.2,59.2
10.9,14,10.8,5,2.5,23,2.8,17.8,23,22.5,9.2,4.7,39.8,4.8,27.6,35.5,27.5,12.7,6.5,58.3,7,136,175.3,171.4,70.2,35.7,303.9,36.7
12.9,16.6,11.3,16.1,2.7,25.5,2.9,21.1,27.2,23.4,29.5,4.9,44.3,5,32.7,42.1,28.6,40.8,6.7,64.8,7.3,161.1,207.7,178.8,225,37.2,337.8,38.3
9.8,12.6,13.5,41.8,3.2,26.2,3.5,16.1,20.7,28.1,76.6,5.8,45.5,6,24.9,32.1,34.3,106,8.1,66.6,8.8,122.7,158.2,214.1,584.4,44.6,347.2,45.8
34.4,44.4,41.2,77.2,9.7,85.3,10.5,56.5,72.8,85.5,141.6,17.8,148,18.3,87.3,112.6,104.5,195.9,24.6,216.5,26.8,430.9,555.4,652.5,1080.3,135.8,1129.3,139.7
79.6,102.6,83.7,89.4,19.7,184.4,21.5,130.6,168.4,173.9,164,36.2,320,37.2,202,260.4,212.6,227,50.1,468,54.5,996.5,1284.6,1327.1,1251.4,276.2,2441.3,284.1
131.8,169.9,123.7,85.4,29.2,291.3,31.7,216.4,278.9,257,156.6,53.5,505.5,55,334.6,431.4,314.1,216.7,74,739.3,80.5,1650.9,2128.3,1960.5,1194.7,408,3856.7,419.7
